'date','min_precipitation','max_precipitation','avg_precipitation','sum_precipitation','min_snow','max_snow','avg_snow','sum_snow'
'2013-08-19',0.0,0.25,0.035714285714285712303,0.25,0.0,0.0,0.0,0.0
'2013-08-20',0.0,0.25,0.035714285714285712303,0.25,0.0,0.0,0.0,0.0
'2013-08-21',0.0,0.25,0.035714285714285712303,0.25,0.0,0.0,0.0,0.0
'2013-08-22',0.0,0.25,0.035714285714285712303,0.25,0.0,0.0,0.0,0.0
'2013-08-23',0.0,0.25,0.041428571428571425716,0.28999999999999998001,0.0,0.0,0.0,0.0
'2013-08-24',0.0,0.25,0.042857142857142857539,0.29999999999999998889,0.0,0.0,0.0,0.0
'2013-08-25',0.0,0.42999999999999999333,0.10428571428571428714,0.72999999999999998223,0.0,0.0,0.0,0.0
'2013-08-26',0.0,0.42999999999999999333,0.068571428571428574838,0.47999999999999998223,0.0,0.0,0.0,0.0
'2013-08-27',0.0,0.42999999999999999333,0.068571428571428574838,0.47999999999999998223,0.0,0.0,0.0,0.0
'2013-08-28',0.0,0.42999999999999999333,0.068571428571428574838,0.47999999999999998223,0.0,0.0,0.0,0.0
'2013-08-29',0.0,0.42999999999999999333,0.068571428571428574838,0.47999999999999998223,0.0,0.0,0.0,0.0
'2013-08-30',0.0,0.42999999999999999333,0.069999999999999992783,0.48999999999999999111,0.0,0.0,0.0,0.0
'2013-08-31',0.0,0.42999999999999999333,0.072857142857142856429,0.51000000000000000888,0.0,0.0,0.0,0.0
'2013-09-01',0.0,0.050000000000000002775,0.011428571428571428561,0.080000000000000001665,0.0,0.0,0.0,0.0
'2013-09-02',0.0,0.050000000000000002775,0.011428571428571428561,0.080000000000000001665,0.0,0.0,0.0,0.0
'2013-09-03',0.0,0.050000000000000002775,0.011428571428571428561,0.080000000000000001665,0.0,0.0,0.0,0.0
'2013-09-04',0.0,0.050000000000000002775,0.011428571428571428561,0.080000000000000001665,0.0,0.0,0.0,0.0
'2013-09-05',0.0,0.050000000000000002775,0.011428571428571428561,0.080000000000000001665,0.0,0.0,0.0,0.0
'2013-09-06',0.0,0.029999999999999998889,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-09-07',0.0,0.010000000000000000208,0.0014285714285714285701,0.010000000000000000208,0.0,0.0,0.0,0.0
'2013-09-08',0.0,0.010000000000000000208,0.0014285714285714285701,0.010000000000000000208,0.0,0.0,0.0,0.0
'2013-09-09',0.0,1.6000000000000000888,0.23000000000000000999,1.6100000000000000976,0.0,0.0,0.0,0.0
'2013-09-10',0.0,1.6000000000000000888,0.23857142857142860092,1.6700000000000001509,0.0,0.0,0.0,0.0
'2013-09-11',0.0,1.6000000000000000888,0.23857142857142860092,1.6700000000000001509,0.0,0.0,0.0,0.0
'2013-09-12',0.0,1.6000000000000000888,0.23857142857142860092,1.6700000000000001509,0.0,0.0,0.0,0.0
'2013-09-13',0.0,1.6000000000000000888,0.24285714285714288251,1.7000000000000001776,0.0,0.0,0.0,0.0
'2013-09-14',0.0,1.6000000000000000888,0.24142857142857146457,1.6900000000000001687,0.0,0.0,0.0,0.0
'2013-09-15',0.0,1.6000000000000000888,0.24142857142857146457,1.6900000000000001687,0.0,0.0,0.0,0.0
'2013-09-16',0.0,0.059999999999999997779,0.012857142857142856914,0.089999999999999996669,0.0,0.0,0.0,0.0
'2013-09-17',0.0,0.029999999999999998889,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-09-18',0.0,0.71999999999999997335,0.1071428571428571369,0.75,0.0,0.0,0.0,0.0
'2013-09-19',0.0,0.71999999999999997335,0.17142857142857143015,1.1999999999999999555,0.0,0.0,0.0,0.0
'2013-09-20',0.0,0.71999999999999997335,0.16714285714285712081,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-21',0.0,0.71999999999999997335,0.16714285714285712081,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-22',0.0,0.71999999999999997335,0.16714285714285712081,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-23',0.0,0.71999999999999997335,0.16714285714285712081,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-24',0.0,0.71999999999999997335,0.16714285714285712081,1.1699999999999999289,0.0,0.0,0.0,0.0
'2013-09-25',0.0,0.4500000000000000111,0.064285714285714293247,0.4500000000000000111,0.0,0.0,0.0,0.0
'2013-09-26',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-09-27',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-09-28',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-09-29',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-09-30',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-02',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-03',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-04',0.0,0.25,0.035714285714285712303,0.25,0.0,0.0,0.0,0.0
'2013-10-05',0.0,0.25,0.035714285714285712303,0.25,0.0,0.0,0.0,0.0
'2013-10-06',0.0,0.25,0.035714285714285712303,0.25,0.0,0.0,0.0,0.0
'2013-10-07',0.0,0.25,0.035714285714285712303,0.25,0.0,0.0,0.0,0.0
'2013-10-08',0.0,0.25,0.038571428571428575948,0.27000000000000001776,0.0,0.0,0.0,0.0
'2013-10-09',0.0,0.25,0.038571428571428575948,0.27000000000000001776,0.0,0.0,0.0,0.0
'2013-10-10',0.0,0.25,0.038571428571428575948,0.27000000000000001776,0.0,0.0,0.0,0.0
'2013-10-11',0.0,0.020000000000000000416,0.0028571428571428571403,0.020000000000000000416,0.0,0.0,0.0,0.0
'2013-10-12',0.0,0.020000000000000000416,0.0028571428571428571403,0.020000000000000000416,0.0,0.0,0.0,0.0
'2013-10-13',0.0,0.020000000000000000416,0.0028571428571428571403,0.020000000000000000416,0.0,0.0,0.0,0.0
'2013-10-14',0.0,0.020000000000000000416,0.0057142857142857142807,0.040000000000000000832,0.0,0.0,0.0,0.0
'2013-10-15',0.0,0.020000000000000000416,0.0028571428571428571403,0.020000000000000000416,0.0,0.0,0.0,0.0
'2013-10-16',0.0,0.020000000000000000416,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-10-17',0.0,0.020000000000000000416,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-10-18',0.0,0.020000000000000000416,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-10-19',0.0,0.020000000000000000416,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-10-20',0.0,0.020000000000000000416,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-10-21',0.0,0.010000000000000000208,0.0014285714285714285701,0.010000000000000000208,0.0,0.0,0.0,0.0
'2013-10-22',0.0,0.010000000000000000208,0.0014285714285714285701,0.010000000000000000208,0.0,0.0,0.0,0.0
'2013-10-23',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-24',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-25',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-26',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-27',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-10-28',0.0,0.059999999999999997779,0.0085714285714285718548,0.059999999999999997779,0.0,0.0,0.0,0.0
'2013-10-29',0.0,0.13000000000000000444,0.027142857142857142183,0.19000000000000000222,0.0,0.0,0.0,0.0
'2013-10-30',0.0,0.13000000000000000444,0.027142857142857142183,0.19000000000000000222,0.0,0.0,0.0,0.0
'2013-10-31',0.0,0.13000000000000000444,0.027142857142857142183,0.19000000000000000222,0.0,0.0,0.0,0.0
'2013-11-01',0.0,0.13000000000000000444,0.027142857142857142183,0.19000000000000000222,0.0,0.0,0.0,0.0
'2013-11-02',0.0,0.13000000000000000444,0.027142857142857142183,0.19000000000000000222,0.0,0.0,0.0,0.0
'2013-11-03',0.0,0.13000000000000000444,0.027142857142857142183,0.19000000000000000222,0.0,0.0,0.0,0.0
'2013-11-04',0.0,0.13000000000000000444,0.037142857142857144125,0.26000000000000000888,0.0,0.0,0.0,0.0
'2013-11-05',0.0,0.13000000000000000444,0.018571428571428572062,0.13000000000000000444,0.0,0.0,0.0,0.0
'2013-11-06',0.0,0.13000000000000000444,0.018571428571428572062,0.13000000000000000444,0.0,0.0,0.0,0.0
'2013-11-07',0.0,0.13000000000000000444,0.018571428571428572062,0.13000000000000000444,0.0,0.0,0.0,0.0
'2013-11-08',0.0,0.13000000000000000444,0.018571428571428572062,0.13000000000000000444,0.0,0.0,0.0,0.0
'2013-11-09',0.0,0.13000000000000000444,0.022857142857142857123,0.16000000000000000333,0.0,0.0,0.0,0.0
'2013-11-10',0.0,0.13000000000000000444,0.022857142857142857123,0.16000000000000000333,0.0,0.0,0.0,0.0
'2013-11-11',0.0,0.029999999999999998889,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-11-12',0.0,0.029999999999999998889,0.0042857142857142859274,0.029999999999999998889,0.0,0.0,0.0,0.0
'2013-11-13',0.0,0.050000000000000002775,0.011428571428571428561,0.080000000000000001665,0.0,0.0,0.0,0.0
'2013-11-14',0.0,0.050000000000000002775,0.015714285714285715356,0.11000000000000000055,0.0,0.0,0.0,0.0
'2013-11-15',0.0,0.22000000000000000111,0.047142857142857146068,0.33000000000000001554,0.0,0.0,0.0,0.0
'2013-11-16',0.0,0.22000000000000000111,0.042857142857142857539,0.29999999999999998889,0.0,0.0,0.0,0.0
'2013-11-17',0.0,0.22000000000000000111,0.042857142857142857539,0.29999999999999998889,0.0,0.0,0.0,0.0
'2013-11-18',0.0,0.22000000000000000111,0.042857142857142857539,0.29999999999999998889,0.0,0.0,0.0,0.0
'2013-11-19',0.0,0.22000000000000000111,0.052857142857142859482,0.36999999999999999555,0.0,0.0,0.0,0.0
'2013-11-20',0.0,0.22000000000000000111,0.045714285714285714246,0.32000000000000000666,0.0,0.0,0.0,0.0
'2013-11-21',0.0,0.22000000000000000111,0.041428571428571432655,0.29000000000000003552,0.0,0.0,0.0,0.0
'2013-11-22',0.0,0.070000000000000006661,0.010000000000000000208,0.070000000000000006661,0.0,0.0,0.0,0.0
'2013-11-23',0.0,0.51000000000000000888,0.08285714285714286531,0.58000000000000007105,0.0,0.0,0.0,0.0
'2013-11-24',0.0,1.9799999999999999822,0.36571428571428571396,2.5600000000000000532,0.0,0.0,0.0,0.0
'2013-11-25',0.0,1.9799999999999999822,0.36571428571428571396,2.5600000000000000532,0.0,0.0,0.0,0.0
'2013-11-26',0.0,1.9799999999999999822,0.35571428571428576059,2.4900000000000002131,0.0,0.0,0.0,0.0
'2013-11-27',0.0,1.9799999999999999822,0.35571428571428576059,2.4900000000000002131,0.0,0.0,0.0,0.0
'2013-11-28',0.0,1.9799999999999999822,0.35571428571428576059,2.4900000000000002131,0.0,0.0,0.0,0.0
'2013-11-29',0.0,1.9799999999999999822,0.35571428571428576059,2.4900000000000002131,0.0,0.0,0.0,0.0
'2013-11-30',0.0,1.9799999999999999822,0.28285714285714286253,1.9799999999999999822,0.0,0.0,0.0,0.0
'2013-12-01',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'2013-12-02',0.0,0.010000000000000000208,0.0014285714285714285701,0.010000000000000000208,0.0,0.0,0.0,0.0
'2013-12-03',0.0,0.72999999999999998223,0.10571428571428571896,0.73999999999999999111,0.0,0.0,0.0,0.0
'2013-12-04',0.0,0.72999999999999998223,0.12571428571428572285,0.88000000000000000444,0.0,0.0,0.0,0.0
'2013-12-05',0.0,0.72999999999999998223,0.13714285714285714967,0.95999999999999996447,0.0,0.69999999999999995559,0.099999999999999991673,0.69999999999999995559
'2013-12-06',0.0,0.72999999999999998223,0.17999999999999999333,1.2600000000000000088,0.0,0.69999999999999995559,0.099999999999999991673,0.69999999999999995559
'2013-12-07',0.0,0.72999999999999998223,0.21285714285714285587,1.4899999999999999911,0.0,1.3999999999999999111,0.29999999999999993338,2.0999999999999996447
'2013-12-08',0.0,0.72999999999999998223,0.21285714285714285587,1.4899999999999999911,0.0,1.3999999999999999111,0.29999999999999993338,2.0999999999999996447
'2013-12-09',0.0,0.72999999999999998223,0.21142857142857143792,1.4799999999999999822,0.0,1.3999999999999999111,0.29999999999999993338,2.0999999999999996447
'2013-12-10',0.0,0.29999999999999998889,0.1071428571428571369,0.75,0.0,1.3999999999999999111,0.29999999999999993338,2.0999999999999996447
'2013-12-11',0.0,0.72999999999999998223,0.19142857142857142016,1.3399999999999998578,0.0,5.0,1.0142857142857142349,7.0999999999999996447
'2013-12-12',0.0,0.72999999999999998223,0.28285714285714286253,1.9799999999999999822,0.0,5.0,0.91428571428571436818,6.4000000000000003552
'2013-12-13',0.0,0.72999999999999998223,0.23999999999999999111,1.6799999999999999378,0.0,5.0,0.91428571428571436818,6.4000000000000003552
'2013-12-14',0.0,0.72999999999999998223,0.23428571428571426382,1.6399999999999999023,0.0,5.0,0.92857142857142860314,6.5
'2013-12-15',0.0,0.72999999999999998223,0.23428571428571426382,1.6399999999999999023,0.0,5.0,0.92857142857142860314,6.5
'2013-12-16',0.0,0.72999999999999998223,0.23428571428571426382,1.6399999999999999023,0.0,5.0,0.92857142857142860314,6.5
'2013-12-17',0.0,0.72999999999999998223,0.23428571428571426382,1.6399999999999999023,0.0,5.0,0.92857142857142860314,6.5
'2013-12-18',0.0,0.71999999999999997335,0.13142857142857142238,0.91999999999999992894,0.0,1.5,0.21428571428571427381,1.5
'2013-12-19',0.0,0.19000000000000000222,0.028571428571428574005,0.2000000000000000111,0.0,1.5,0.21428571428571427381,1.5
'2013-12-20',0.0,0.51000000000000000888,0.10142857142857142349,0.70999999999999996447,0.0,1.5,0.21428571428571427381,1.5
'2013-12-21',0.0,0.51000000000000000888,0.074285714285714288251,0.52000000000000001776,0.0,0.0,0.0,0.0
'2013-12-22',0.0,0.51000000000000000888,0.074285714285714288251,0.52000000000000001776,0.0,0.0,0.0,0.0
'2013-12-23',0.0,0.51000000000000000888,0.074285714285714288251,0.52000000000000001776,0.0,0.0,0.0,0.0
'2013-12-24',0.0,0.51000000000000000888,0.074285714285714288251,0.52000000000000001776,0.0,0.0,0.0,0.0
'2013-12-25',0.0,0.51000000000000000888,0.072857142857142856429,0.51000000000000000888,0.0,0.0,0.0,0.0
'2013-12-26',0.0,1.1999999999999999555,0.2442857142857142727,1.7099999999999999644,0.0,0.0,0.0,0.0
'2013-12-27',0.0,1.1999999999999999555,0.17142857142857143015,1.1999999999999999555,0.0,0.0,0.0,0.0
'2013-12-28',0.0,1.1999999999999999555,0.17142857142857143015,1.1999999999999999555,0.0,0.0,0.0,0.0
'2013-12-29',0.0,1.1999999999999999555,0.17142857142857143015,1.1999999999999999555,0.0,0.0,0.0,0.0
'2013-12-30',0.0,1.1999999999999999555,0.21857142857142858316,1.5300000000000000266,0.0,3.1000000000000000888,0.44285714285714289362,3.1000000000000000888
'2013-12-31',0.0,1.1999999999999999555,0.26000000000000000888,1.8200000000000000621,0.0,3.2999999999999998223,0.91428571428571436818,6.4000000000000003552
'2014-01-01',0.0,1.1999999999999999555,0.26000000000000000888,1.8200000000000000621,0.0,3.2999999999999998223,0.91428571428571436818,6.4000000000000003552
'2014-01-02',0.0,0.33000000000000001554,0.10857142857142856873,0.76000000000000000888,0.0,3.2999999999999998223,0.91428571428571436818,6.4000000000000003552
'2014-01-03',0.0,0.35999999999999998667,0.16000000000000000333,1.1200000000000001065,0.0,3.2999999999999998223,0.91428571428571436818,6.4000000000000003552
'2014-01-04',0.0,0.35999999999999998667,0.16000000000000000333,1.1200000000000001065,0.0,3.2999999999999998223,0.91428571428571436818,6.4000000000000003552
'2014-01-05',0.0,0.35999999999999998667,0.16000000000000000333,1.1200000000000001065,0.0,3.2999999999999998223,0.91428571428571436818,6.4000000000000003552
'2014-01-06',0.0,0.35999999999999998667,0.1128571428571428642,0.79000000000000003552,0.0,3.2999999999999998223,0.47142857142857141905,3.2999999999999998223
'2014-01-07',0.0,0.35999999999999998667,0.087142857142857146901,0.60999999999999998667,0.0,0.0,0.0,0.0
'2014-01-08',0.0,0.5,0.15857142857142855763,1.1099999999999998756,0.0,0.0,0.0,0.0
'2014-01-09',0.0,0.5,0.14571428571428571285,1.0200000000000000177,0.0,0.0,0.0,0.0
'2014-01-10',0.0,0.5,0.094285714285714292137,0.66000000000000003108,0.0,0.0,0.0,0.0
'2014-01-11',0.0,0.5,0.1485714285714285765,1.0400000000000000355,0.0,0.0,0.0,0.0
'2014-01-12',0.0,0.5,0.1485714285714285765,1.0400000000000000355,0.0,0.0,0.0,0.0
'2014-01-13',0.0,0.5,0.1485714285714285765,1.0400000000000000355,0.0,0.0,0.0,0.0
'2014-01-14',0.0,0.5,0.13285714285714286808,0.93000000000000004884,0.0,0.0,0.0,0.0
'2014-01-15',0.0,0.38000000000000000444,0.071428571428571424606,0.5,0.0,0.0,0.0,0.0
'2014-01-16',0.0,0.38000000000000000444,0.064285714285714293247,0.4500000000000000111,0.0,0.0,0.0,0.0
'2014-01-17',0.0,0.38000000000000000444,0.064285714285714293247,0.4500000000000000111,0.0,0.0,0.0,0.0
'2014-01-18',0.0,0.46000000000000001998,0.075714285714285720074,0.53000000000000002664,0.0,11.0,1.5714285714285713968,11.0
'2014-01-19',0.0,0.46000000000000001998,0.07857142857142858372,0.5500000000000000444,0.0,11.0,1.6428571428571427937,11.499999999999999999
'2014-01-20',0.0,0.46000000000000001998,0.07857142857142858372,0.5500000000000000444,0.0,11.0,1.6428571428571427937,11.499999999999999999
'2014-01-21',0.0,0.46000000000000001998,0.07857142857142858372,0.5500000000000000444,0.0,11.0,1.6428571428571427937,11.499999999999999999
'2014-01-22',0.0,0.46000000000000001998,0.074285714285714288251,0.52000000000000001776,0.0,11.0,1.7857142857142858094,12.5
'2014-01-23',0.0,0.46000000000000001998,0.074285714285714288251,0.52000000000000001776,0.0,11.0,1.7857142857142858094,12.5
'2014-01-24',0.0,0.46000000000000001998,0.074285714285714288251,0.52000000000000001776,0.0,11.0,1.7857142857142858094,12.5
'2014-01-25',0.0,0.040000000000000000832,0.0085714285714285718548,0.059999999999999997779,0.0,1.0,0.21428571428571427381,1.5
'2014-01-26',0.0,0.040000000000000000832,0.011428571428571428561,0.080000000000000001665,0.0,1.0,0.25714285714285717299,1.8000000000000000444
'2014-01-27',0.0,0.040000000000000000832,0.011428571428571428561,0.080000000000000001665,0.0,1.0,0.25714285714285717299,1.8000000000000000444
'2014-01-28',0.0,0.040000000000000000832,0.011428571428571428561,0.080000000000000001665,0.0,1.0,0.25714285714285717299,1.8000000000000000444
'2014-01-29',0.0,0.040000000000000000832,0.0057142857142857142807,0.040000000000000000832,0.0,0.8000000000000000444,0.11428571428571429602,0.8000000000000000444
'2014-01-30',0.0,0.040000000000000000832,0.0057142857142857142807,0.040000000000000000832,0.0,0.8000000000000000444,0.11428571428571429602,0.8000000000000000444
'2014-01-31',0.0,1.1699999999999999289,0.1728571428571428481,1.2099999999999999644,0.0,8.0,1.2571428571428573395,8.8000000000000007105
'2014-02-01',0.0,1.1699999999999999289,0.1728571428571428481,1.2099999999999999644,0.0,8.0,1.2571428571428573395,8.8000000000000007105
'2014-02-02',0.0,1.4299999999999999378,0.37142857142857138574,2.5999999999999996447,0.0,8.0,1.7142857142857141905,12.0
'2014-02-03',0.0,1.4299999999999999378,0.37142857142857138574,2.5999999999999996447,0.0,8.0,1.7142857142857141905,12.0
'2014-02-04',0.0,1.4299999999999999378,0.37142857142857138574,2.5999999999999996447,0.0,8.0,1.7142857142857141905,12.0
'2014-02-05',0.0,1.4299999999999999378,0.37142857142857138574,2.5999999999999996447,0.0,8.0,1.7142857142857141905,12.0
'2014-02-06',0.0,1.4299999999999999378,0.38571428571428567622,2.6999999999999997335,0.0,8.0,1.8857142857142856762,13.199999999999999289
'2014-02-07',0.0,1.4299999999999999378,0.21857142857142858316,1.5300000000000000266,0.0,4.0,0.74285714285714288251,5.2000000000000001776
'2014-02-08',0.0,1.4299999999999999378,0.21857142857142858316,1.5300000000000000266,0.0,4.0,0.74285714285714288251,5.2000000000000001776
'2014-02-09',0.0,0.10000000000000000555,0.014285714285714287002,0.10000000000000000555,0.0,1.1999999999999999555,0.17142857142857143015,1.1999999999999999555
'2014-02-10',0.0,1.7800000000000000266,0.26857142857142857206,1.8800000000000001154,0.0,9.5,1.5285714285714284699,10.699999999999999289
'2014-02-11',0.0,1.7800000000000000266,0.31142857142857144348,2.1800000000000001598,0.0,9.5,1.957142857142857073,13.699999999999999289
'2014-02-12',0.0,1.7800000000000000266,0.33000000000000001554,2.3100000000000000532,0.0,9.5,2.1857142857142854985,15.299999999999998934
'2014-02-13',0.0,1.7800000000000000266,0.31571428571428572507,2.2099999999999999644,0.0,9.5,2.0142857142857142349,14.099999999999999645
'2014-02-14',0.0,1.7800000000000000266,0.31571428571428572507,2.2099999999999999644,0.0,9.5,2.0142857142857142349,14.099999999999999645
'2014-02-15',0.0,1.7800000000000000266,0.33857142857142857872,2.3700000000000001065,0.0,9.5,2.2285714285714286475,15.599999999999999644
'2014-02-16',0.0,1.7800000000000000266,0.37571428571428572285,2.6299999999999998934,0.0,9.5,2.2285714285714286475,15.599999999999999644
'2014-02-17',0.0,0.29999999999999998889,0.12571428571428572285,0.88000000000000000444,0.0,3.0,0.87142857142857133023,6.0999999999999996447
'2014-02-18',0.0,0.26000000000000000888,0.09571428571428572396,0.67000000000000003996,0.0,1.6000000000000000888,0.44285714285714289362,3.1000000000000000888
'2014-02-19',0.0,0.26000000000000000888,0.077142857142857151897,0.54000000000000003552,0.0,1.5,0.21428571428571427381,1.5
'2014-02-20',0.0,0.26000000000000000888,0.077142857142857151897,0.54000000000000003552,0.0,1.5,0.21428571428571427381,1.5
'2014-02-21',0.0,0.26000000000000000888,0.077142857142857151897,0.54000000000000003552,0.0,1.5,0.21428571428571427381,1.5
