'date','seven_day_moving_avg_prcp'
'2015-08-28',0.018571428571428572062
'2015-08-29',0.018571428571428572062
'2015-08-30',0.018571428571428572062
'2015-08-31',0.018571428571428572062
'2015-09-01',0.018571428571428572062
'2015-09-02',0.018571428571428572062
'2015-09-03',0.0
'2015-09-04',0.0
'2015-09-05',0.0
'2015-09-06',0.0
'2015-09-07',0.2257142857142857284
'2015-09-08',0.2257142857142857284
'2015-09-09',0.26714285714285718187
'2015-09-10',0.27285714285714285365
'2015-09-11',0.27285714285714285365
'2015-09-12',0.27285714285714285365
'2015-09-13',0.27285714285714285365
'2015-09-14',0.047142857142857139129
'2015-09-15',0.047142857142857139129
'2015-09-16',0.0057142857142857142807
'2015-09-17',0.0
'2015-09-18',0.0
'2015-09-19',0.0
'2015-09-20',0.0
'2015-09-21',0.0
'2015-09-22',0.0
'2015-09-23',0.0
'2015-09-24',0.0
'2015-09-25',0.0
'2015-09-26',0.015714285714285715356
'2015-09-27',0.19571428571428572951
'2015-09-28',0.20857142857142860203
'2015-09-29',0.36285714285714287807
'2015-09-30',0.41285714285714286697
'2015-10-01',0.41285714285714286697
'2015-10-02',0.41285714285714286697
'2015-10-03',0.39714285714285718631
'2015-10-04',0.21714285714285713746
'2015-10-05',0.20428571428571432044
'2015-10-06',0.17714285714285712969
'2015-10-07',0.12714285714285714079
'2015-10-08',0.12714285714285714079
'2015-10-09',0.12714285714285714079
'2015-10-10',0.12857142857142858649
'2015-10-11',0.12857142857142858649
'2015-10-12',0.12857142857142858649
'2015-10-13',0.0014285714285714285701
'2015-10-14',0.0014285714285714285701
'2015-10-15',0.0014285714285714285701
'2015-10-16',0.0014285714285714285701
'2015-10-17',0.0
'2015-10-18',0.0
'2015-10-19',0.0
'2015-10-20',0.0
'2015-10-21',0.0
'2015-10-22',0.0071428571428571435014
'2015-10-23',0.0071428571428571435014
'2015-10-24',0.0071428571428571435014
'2015-10-25',0.20714285714285712858
'2015-10-26',0.21285714285714285587
'2015-10-27',0.21285714285714285587
'2015-10-28',0.21285714285714285587
'2015-10-29',0.20571428571428571063
'2015-10-30',0.20571428571428571063
'2015-10-31',0.20571428571428571063
'2015-11-01',0.0057142857142857142807
'2015-11-02',0.0014285714285714285701
'2015-11-03',0.0014285714285714285701
'2015-11-04',0.0014285714285714285701
'2015-11-05',0.0014285714285714285701
'2015-11-06',0.0014285714285714285701
'2015-11-07',0.038571428571428575948
'2015-11-08',0.099999999999999991673
'2015-11-09',0.099999999999999991673
'2015-11-10',0.099999999999999991673
'2015-11-11',0.099999999999999991673
'2015-11-12',0.099999999999999991673
'2015-11-13',0.099999999999999991673
'2015-11-14',0.062857142857142861425
'2015-11-15',0.0014285714285714285701
'2015-11-16',0.17857142857142857539
'2015-11-17',0.17857142857142857539
'2015-11-18',0.17857142857142857539
'2015-11-19',0.18285714285714285698
'2015-11-20',0.18285714285714285698
'2015-11-21',0.18285714285714285698
'2015-11-22',0.18285714285714285698
'2015-11-23',0.0042857142857142859274
'2015-11-24',0.0042857142857142859274
'2015-11-25',0.0071428571428571435014
'2015-11-26',0.0028571428571428571403
'2015-11-27',0.0028571428571428571403
'2015-11-28',0.050000000000000002775
'2015-11-29',0.070000000000000006661
'2015-11-30',0.070000000000000006661
'2015-12-01',0.070000000000000006661
'2015-12-02',0.067142857142857143015
'2015-12-03',0.067142857142857143015
'2015-12-04',0.067142857142857143015
'2015-12-05',0.020000000000000000416
'2015-12-06',0.0
'2015-12-07',0.0
'2015-12-08',0.0
'2015-12-09',0.0
'2015-12-10',0.0
'2015-12-11',0.047142857142857146068
'2015-12-12',0.060000000000000004718
'2015-12-13',0.065714285714285711192
'2015-12-14',0.23857142857142857317
'2015-12-15',0.23857142857142857317
'2015-12-16',0.23857142857142857317
'2015-12-17',0.23857142857142857317
'2015-12-18',0.19142857142857142016
'2015-12-19',0.20571428571428571063
'2015-12-20',0.42142857142857143015
'2015-12-21',0.25
'2015-12-22',0.2514285714285714457
'2015-12-23',0.2514285714285714457
'2015-12-24',0.26857142857142857206
'2015-12-25',0.27285714285714285365
'2015-12-26',0.30999999999999999777
'2015-12-27',0.11571428571428572784
'2015-12-28',0.11857142857142857761
'2015-12-29',0.11714285714285714579
'2015-12-30',0.11714285714285714579
'2015-12-31',0.099999999999999991673
'2016-01-01',0.09571428571428572396
'2016-01-02',0.031428571428571430712
'2016-01-03',0.0042857142857142859274
'2016-01-04',0.0
'2016-01-05',0.0
'2016-01-06',0.0
'2016-01-07',0.25714285714285717299
'2016-01-08',0.25714285714285717299
'2016-01-09',0.25714285714285717299
'2016-01-10',0.25714285714285717299
'2016-01-11',0.25714285714285717299
'2016-01-12',0.25714285714285717299
'2016-01-13',0.29142857142857142571
'2016-01-14',0.041428571428571425716
'2016-01-15',0.041428571428571425716
'2016-01-16',0.041428571428571425716
'2016-01-17',0.041428571428571425716
'2016-01-18',0.041428571428571425716
'2016-01-19',0.042857142857142857539
'2016-01-20',0.33857142857142857872
'2016-01-21',0.33142857142857140573
'2016-01-22',0.33142857142857140573
'2016-01-23',0.33142857142857140573
'2016-01-24',0.33142857142857140573
'2016-01-25',0.33142857142857140573
'2016-01-26',0.33000000000000001554
'2016-01-27',0.0
'2016-01-28',0.0
'2016-01-29',0.0014285714285714285701
'2016-01-30',0.0014285714285714285701
'2016-01-31',0.10571428571428571896
'2016-02-01',0.10571428571428571896
'2016-02-02',0.18142857142857143903
'2016-02-03',0.18142857142857143903
'2016-02-04',0.18142857142857143903
'2016-02-05',0.18714285714285713857
'2016-02-06',0.18714285714285713857
'2016-02-07',0.084285714285714297133
'2016-02-08',0.084285714285714297133
'2016-02-09',0.0085714285714285718548
'2016-02-10',0.0085714285714285718548
'2016-02-11',0.0085714285714285718548
'2016-02-12',0.064285714285714293247
'2016-02-13',0.20857142857142857428
'2016-02-14',0.20714285714285712858
'2016-02-15',0.20714285714285712858
'2016-02-16',0.20714285714285712858
'2016-02-17',0.20714285714285712858
'2016-02-18',0.21142857142857143792
'2016-02-19',0.1485714285714285765
'2016-02-20',0.047142857142857139129
'2016-02-21',0.22142857142857139129
'2016-02-22',0.22428571428571425494
'2016-02-23',0.22428571428571425494
'2016-02-24',0.22428571428571425494
'2016-02-25',0.22000000000000000111
'2016-02-26',0.22714285714285714634
'2016-02-27',0.18428571428571430268
'2016-02-28',0.030000000000000002359
'2016-02-29',0.027142857142857142183
'2016-03-01',0.042857142857142857539
'2016-03-02',0.042857142857142857539
'2016-03-03',0.042857142857142857539
'2016-03-04',0.035714285714285712303
'2016-03-05',0.035714285714285712303
'2016-03-06',0.015714285714285715356
'2016-03-07',0.015714285714285715356
'2016-03-08',0.0085714285714285718548
'2016-03-09',0.0085714285714285718548
'2016-03-10',0.0085714285714285718548
'2016-03-11',0.049999999999999995836
'2016-03-12',0.049999999999999995836
'2016-03-13',0.052857142857142859482
'2016-03-14',0.052857142857142859482
'2016-03-15',0.044285714285714282423
'2016-03-16',0.044285714285714282423
'2016-03-17',0.054285714285714284366
'2016-03-18',0.021428571428571432239
'2016-03-19',0.021428571428571432239
'2016-03-20',0.018571428571428572062
'2016-03-21',0.018571428571428572062
'2016-03-22',0.024285714285714288945
'2016-03-23',0.024285714285714288945
'2016-03-24',0.014285714285714287002
'2016-03-25',0.059999999999999997779
'2016-03-26',0.059999999999999997779
'2016-03-27',0.059999999999999997779
'2016-03-28',0.059999999999999997779
'2016-03-29',0.057142857142857148011
'2016-03-30',0.080000000000000001665
'2016-03-31',0.092857142857142860314
'2016-04-01',0.10571428571428571896
'2016-04-02',0.10571428571428571896
'2016-04-03',0.10571428571428571896
'2016-04-04',0.11857142857142856373
'2016-04-05',0.11714285714285713191
'2016-04-06',0.10999999999999998667
'2016-04-07',0.097142857142857128027
'2016-04-08',0.031428571428571430712
'2016-04-09',0.060000000000000004718
'2016-04-10',0.060000000000000004718
'2016-04-11',0.047142857142857146068
'2016-04-12',0.045714285714285714246
'2016-04-13',0.030000000000000002359
'2016-04-14',0.030000000000000002359
'2016-04-15',0.028571428571428574005
'2016-04-16',0.0
'2016-04-17',0.0
'2016-04-18',0.0
'2016-04-19',0.0
'2016-04-20',0.022857142857142857123
'2016-04-21',0.022857142857142857123
'2016-04-22',0.022857142857142857123
'2016-04-23',0.057142857142857148011
'2016-04-24',0.057142857142857148011
'2016-04-25',0.057142857142857148011
'2016-04-26',0.064285714285714293247
'2016-04-27',0.041428571428571425716
'2016-04-28',0.06428571428571427937
'2016-04-29',0.069999999999999992783
'2016-04-30',0.1228571428571428592
'2016-05-01',0.12428571428571429102
'2016-05-02',0.12428571428571429102
'2016-05-03',0.19428571428571431156
'2016-05-04',0.19428571428571431156
'2016-05-05',0.19428571428571431156
'2016-05-06',0.18857142857142858427
'2016-05-07',0.10142857142857143737
'2016-05-08',0.10000000000000000555
'2016-05-09',0.10000000000000000555
'2016-05-10',0.058571428571428572895
'2016-05-11',0.058571428571428572895
'2016-05-12',0.035714285714285712303
'2016-05-13',0.035714285714285712303
'2016-05-14',0.035714285714285712303
'2016-05-15',0.035714285714285712303
'2016-05-16',0.035714285714285712303
'2016-05-17',0.0
'2016-05-18',0.0057142857142857142807
'2016-05-19',0.018571428571428572062
'2016-05-20',0.021428571428571428769
'2016-05-21',0.047142857142857139129
'2016-05-22',0.047142857142857139129
'2016-05-23',0.047142857142857139129
'2016-05-24',0.047142857142857139129
'2016-05-25',0.041428571428571425716
'2016-05-26',0.028571428571428570536
'2016-05-27',0.26142857142857139907
'2016-05-28',0.23571428571428570952
'2016-05-29',0.23571428571428570952
'2016-05-30',0.23571428571428570952
'2016-05-31',0.24142857142857140906
'2016-06-01',0.29857142857142854319
'2016-06-02',0.42857142857142854763
'2016-06-03',0.19285714285714286586
'2016-06-04',0.19285714285714286586
'2016-06-05',0.25714285714285717299
'2016-06-06',0.25714285714285717299
'2016-06-07',0.2514285714285714457
'2016-06-08',0.19428571428571431156
'2016-06-09',0.064285714285714293247
'2016-06-10',0.064285714285714293247
'2016-06-11',0.064285714285714293247
'2016-06-12',0.0
'2016-06-13',0.031428571428571430712
'2016-06-14',0.031428571428571430712
'2016-06-15',0.031428571428571430712
'2016-06-16',0.031428571428571430712
'2016-06-17',0.031428571428571430712
'2016-06-18',0.031428571428571430712
'2016-06-19',0.031428571428571430712
'2016-06-20',0.0
'2016-06-21',0.0
'2016-06-22',0.0
'2016-06-23',0.0
'2016-06-24',0.064285714285714293247
'2016-06-25',0.081428571428571433488
'2016-06-26',0.08285714285714286531
'2016-06-27',0.08285714285714286531
'2016-06-28',0.2014285714285714568
'2016-06-29',0.2014285714285714568
'2016-06-30',0.2014285714285714568
'2016-07-01',0.20714285714285712858
'2016-07-02',0.28428571428571430823
'2016-07-03',0.28285714285714286253
'2016-07-04',0.28857142857142858982
'2016-07-05',0.18142857142857143903
'2016-07-06',0.25714285714285717299
'2016-07-07',0.25714285714285717299
'2016-07-08',0.18714285714285713857
'2016-07-09',0.092857142857142860314
'2016-07-10',0.092857142857142860314
'2016-07-11',0.17571428571428571174
'2016-07-12',0.16428571428571428492
'2016-07-13',0.088571428571428564846
'2016-07-14',0.088571428571428564846
'2016-07-15',0.13857142857142856762
'2016-07-16',0.13857142857142856762
'2016-07-17',0.13857142857142856762
'2016-07-18',0.049999999999999995836
'2016-07-19',0.049999999999999995836
'2016-07-20',0.049999999999999995836
'2016-07-21',0.049999999999999995836
'2016-07-22',0.14285714285714284921
'2016-07-23',0.14285714285714284921
'2016-07-24',0.14285714285714284921
'2016-07-25',0.14285714285714284921
'2016-07-26',0.29857142857142854319
'2016-07-27',0.33428571428571424162
'2016-07-28',0.48857142857142854541
'2016-07-29',0.3457142857142856962
'2016-07-30',0.3457142857142856962
'2016-07-31',0.3457142857142856962
'2016-08-01',0.3457142857142856962
'2016-08-02',0.19000000000000000222
'2016-08-03',0.16142857142857144903
'2016-08-04',0.0071428571428571435014
'2016-08-05',0.0071428571428571435014
'2016-08-06',0.0071428571428571435014
'2016-08-07',0.020000000000000000416
'2016-08-08',0.041428571428571432655
'2016-08-09',0.087142857142857160779
'2016-08-10',0.080000000000000001665
'2016-08-11',0.088571428571428592602
'2016-08-12',0.088571428571428592602
'2016-08-13',0.10428571428571430101
'2016-08-14',0.092857142857142860314
'2016-08-15',0.075714285714285720074
'2016-08-16',0.031428571428571430712
'2016-08-17',0.1485714285714285765
'2016-08-18',0.18428571428571430268
'2016-08-19',0.18428571428571430268
'2016-08-20',0.16857142857142856651
'2016-08-21',0.16714285714285712081
'2016-08-22',0.16428571428571428492
'2016-08-23',0.16285714285714283922
'2016-08-24',0.045714285714285714246
'2016-08-25',0.0014285714285714285701
'2016-08-26',0.0014285714285714285701
'2016-08-27',0.0014285714285714285701
'2016-08-28',0.0014285714285714285701
'2016-08-29',0.071428571428571424606
'2016-08-30',0.071428571428571424606
'2016-08-31',0.071428571428571424606
'2016-09-01',0.071428571428571424606
'2016-09-02',0.071428571428571424606
'2016-09-03',0.071428571428571424606
'2016-09-04',0.071428571428571424606
'2016-09-05',0.0
'2016-09-06',0.031428571428571430712
'2016-09-07',0.031428571428571430712
'2016-09-08',0.031428571428571430712
'2016-09-09',0.031428571428571430712
'2016-09-10',0.031428571428571430712
'2016-09-11',0.11142857142857143237
'2016-09-12',0.11142857142857143237
'2016-09-13',0.080000000000000001665
'2016-09-14',0.080000000000000001665
'2016-09-15',0.080000000000000001665
'2016-09-16',0.1771428571428571852
'2016-09-17',0.1771428571428571852
'2016-09-18',0.097142857142857155783
'2016-09-19',0.097142857142857155783
'2016-09-20',0.098571428571428573728
'2016-09-21',0.12714285714285716855
'2016-09-22',0.12714285714285716855
'2016-09-23',0.030000000000000002359
'2016-09-24',0.061428571428571436541
'2016-09-25',0.061428571428571436541
'2016-09-26',0.061428571428571436541
'2016-09-27',0.11714285714285714579
'2016-09-28',0.088571428571428564846
'2016-09-29',0.088571428571428564846
'2016-09-30',0.088571428571428564846
'2016-10-01',0.057142857142857148011
'2016-10-02',0.057142857142857148011
'2016-10-03',0.057142857142857148011
'2016-10-04',0.0
'2016-10-05',0.032857142857142855596
'2016-10-06',0.11142857142857143237
'2016-10-07',0.11142857142857143237
'2016-10-08',0.11142857142857143237
'2016-10-09',0.11142857142857143237
'2016-10-10',0.11142857142857143237
'2016-10-11',0.11142857142857143237
'2016-10-12',0.07857142857142858372
'2016-10-13',0.0
'2016-10-14',0.0
'2016-10-15',0.0
'2016-10-16',0.0
'2016-10-17',0.0
'2016-10-18',0.15857142857142858538
'2016-10-19',0.2000000000000000111
'2016-10-20',0.2000000000000000111
'2016-10-21',0.2000000000000000111
'2016-10-22',0.2000000000000000111
'2016-10-23',0.2000000000000000111
'2016-10-24',0.40142857142857141239
'2016-10-25',0.24285714285714285476
'2016-10-26',0.20142857142857142904
'2016-10-27',0.28142857142857141683
'2016-10-28',0.28142857142857141683
'2016-10-29',0.28142857142857141683
'2016-10-30',0.28142857142857141683
'2016-10-31',0.080000000000000001665
'2016-11-01',0.080000000000000001665
'2016-11-02',0.080000000000000001665
'2016-11-03',0.0
'2016-11-04',0.0
'2016-11-05',0.0
'2016-11-06',0.0085714285714285718548
'2016-11-07',0.0085714285714285718548
'2016-11-08',0.0085714285714285718548
'2016-11-09',0.0085714285714285718548
'2016-11-10',0.0085714285714285718548
'2016-11-11',0.0085714285714285718548
'2016-11-12',0.26714285714285718187
'2016-11-13',0.25857142857142856318
'2016-11-14',0.25857142857142856318
'2016-11-15',0.25857142857142856318
'2016-11-16',0.29428571428571431711
'2016-11-17',0.33857142857142857872
'2016-11-18',0.33857142857142857872
'2016-11-19',0.080000000000000001665
'2016-11-20',0.080000000000000001665
'2016-11-21',0.084285714285714297133
'2016-11-22',0.087142857142857160779
'2016-11-23',0.051428571428571427659
'2016-11-24',0.0071428571428571435014
'2016-11-25',0.0071428571428571435014
'2016-11-26',0.32142857142857145236
'2016-11-27',0.42571428571428571174
'2016-11-28',0.43142857142857143903
'2016-11-29',0.42857142857142854763
'2016-11-30',0.42857142857142854763
'2016-12-01',0.42857142857142854763
'2016-12-02',0.45571428571428568288
'2016-12-03',0.19142857142857142016
'2016-12-04',0.099999999999999991673
'2016-12-05',0.089999999999999996669
'2016-12-06',0.089999999999999996669
'2016-12-07',0.089999999999999996669
'2016-12-08',0.094285714285714292137
'2016-12-09',0.13857142857142856762
'2016-12-10',0.088571428571428564846
'2016-12-11',0.075714285714285720074
'2016-12-12',0.075714285714285720074
'2016-12-13',0.075714285714285720074
'2016-12-14',0.17999999999999999333
'2016-12-15',0.18142857142857143903
'2016-12-16',0.11000000000000000055
'2016-12-17',0.11000000000000000055
'2016-12-18',0.11000000000000000055
'2016-12-19',0.11000000000000000055
'2016-12-20',0.11000000000000000055
'2016-12-21',0.072857142857142856429
'2016-12-22',0.067142857142857143015
'2016-12-23',0.069999999999999992783
'2016-12-24',0.069999999999999992783
'2016-12-25',0.069999999999999992783
'2016-12-26',0.12571428571428572285
'2016-12-27',0.12714285714285714079
'2016-12-28',0.060000000000000004718
'2016-12-29',0.060000000000000004718
'2016-12-30',0.087142857142857146901
'2016-12-31',0.16999999999999998445
'2017-01-01',0.16999999999999998445
'2017-01-02',0.11428571428571428214
'2017-01-03',0.11999999999999999555
'2017-01-04',0.16571428571428570286
'2017-01-05',0.16571428571428570286
'2017-01-06',0.13571428571428570397
'2017-01-07',0.052857142857142859482
'2017-01-08',0.12714285714285714079
'2017-01-09',0.13428571428571428603
'2017-01-10',0.12714285714285716855
'2017-01-11',0.098571428571428573728
'2017-01-12',0.098571428571428573728
'2017-01-13',0.098571428571428573728
'2017-01-14',0.1485714285714285765
'2017-01-15',0.08285714285714286531
'2017-01-16',0.075714285714285720074
'2017-01-17',0.089999999999999996669
'2017-01-18',0.072857142857142856429
'2017-01-19',0.080000000000000001665
'2017-01-20',0.2457142857142857184
'2017-01-21',0.36428571428571426826
'2017-01-22',0.35571428571428576059
'2017-01-23',0.35857142857142859648
'2017-01-24',0.3442857142857142505
'2017-01-25',0.3442857142857142505
'2017-01-26',0.33714285714285713302
'2017-01-27',0.17142857142857143015
'2017-01-28',0.011428571428571428561
'2017-01-29',0.011428571428571428561
'2017-01-30',0.0085714285714285718548
'2017-01-31',0.0085714285714285718548
'2017-02-01',0.0085714285714285718548
'2017-02-02',0.0085714285714285718548
'2017-02-03',0.0085714285714285718548
'2017-02-04',0.038571428571428575948
'2017-02-05',0.042857142857142864478
'2017-02-06',0.20857142857142857428
'2017-02-07',0.20857142857142857428
'2017-02-08',0.20857142857142857428
'2017-02-09',0.27428571428571429935
'2017-02-10',0.27714285714285713524
'2017-02-11',0.23857142857142857317
'2017-02-12',0.23428571428571426382
'2017-02-13',0.068571428571428574838
'2017-02-14',0.068571428571428574838
'2017-02-15',0.068571428571428574838
'2017-02-16',0.0028571428571428571403
'2017-02-17',0.0
'2017-02-18',0.0
'2017-02-19',0.0
'2017-02-20',0.0
'2017-02-21',0.0
'2017-02-22',0.077142857142857151897
'2017-02-23',0.077142857142857151897
'2017-02-24',0.077142857142857151897
'2017-02-25',0.077142857142857151897
'2017-02-26',0.094285714285714292137
'2017-02-27',0.094285714285714292137
'2017-02-28',0.094285714285714292137
'2017-03-01',0.017142857142857143709
'2017-03-02',0.017142857142857143709
'2017-03-03',0.017142857142857143709
'2017-03-04',0.031428571428571430712
'2017-03-05',0.017142857142857143709
'2017-03-06',0.017142857142857143709
'2017-03-07',0.061428571428571429602
'2017-03-08',0.061428571428571429602
'2017-03-09',0.061428571428571429602
'2017-03-10',0.061428571428571429602
'2017-03-11',0.32857142857142856984
'2017-03-12',0.32571428571428567844
'2017-03-13',0.32571428571428567844
'2017-03-14',0.28142857142857141683
'2017-03-15',0.2928571428571428159
'2017-03-16',0.2928571428571428159
'2017-03-17',0.2928571428571428159
'2017-03-18',0.011428571428571428561
'2017-03-19',0.011428571428571428561
'2017-03-20',0.011428571428571428561
'2017-03-21',0.011428571428571428561
'2017-03-22',0.0014285714285714285701
'2017-03-23',0.021428571428571432239
'2017-03-24',0.058571428571428572895
'2017-03-25',0.16142857142857142127
'2017-03-26',0.16142857142857142127
'2017-03-27',0.16285714285714283922
'2017-03-28',0.37857142857142855874
'2017-03-29',0.37714285714285716855
'2017-03-30',0.35714285714285715078
'2017-03-31',0.32428571428571428825
'2017-04-01',0.39000000000000001332
'2017-04-02',0.39000000000000001332
'2017-04-03',0.492857142857142827
'2017-04-04',0.27714285714285713524
'2017-04-05',0.27714285714285713524
'2017-04-06',0.27714285714285713524
'2017-04-07',0.27285714285714285365
'2017-04-08',0.10428571428571428714
'2017-04-09',0.1071428571428571369
'2017-04-10',0.0028571428571428571403
'2017-04-11',0.0028571428571428571403
'2017-04-12',0.0028571428571428571403
'2017-04-13',0.0028571428571428571403
'2017-04-14',0.0028571428571428571403
'2017-04-15',0.0028571428571428571403
'2017-04-16',0.0
'2017-04-17',0.024285714285714288945
'2017-04-18',0.065714285714285711192
'2017-04-19',0.08142857142857141961
'2017-04-20',0.08142857142857141961
'2017-04-21',0.08142857142857141961
'2017-04-22',0.21142857142857143792
'2017-04-23',0.26000000000000000888
'2017-04-24',0.23571428571428573728
'2017-04-25',0.19428571428571431156
'2017-04-26',0.18714285714285713857
'2017-04-27',0.18714285714285713857
'2017-04-28',0.18714285714285713857
'2017-04-29',0.057142857142857148011
'2017-04-30',0.0085714285714285718548
'2017-05-01',0.0085714285714285718548
'2017-05-02',0.44000000000000000222
'2017-05-03',0.45714285714285718409
'2017-05-04',0.45857142857142857428
'2017-05-05',0.45857142857142857428
'2017-05-06',0.45857142857142857428
'2017-05-07',0.45857142857142857428
'2017-05-08',0.45857142857142857428
'2017-05-09',0.027142857142857142183
'2017-05-10',0.23142857142857145569
'2017-05-11',0.23285714285714287363
'2017-05-12',0.23285714285714287363
'2017-05-13',0.23285714285714287363
'2017-05-14',0.23285714285714287363
'2017-05-15',0.23285714285714287363
'2017-05-16',0.23285714285714287363
'2017-05-17',0.0042857142857142859274
'2017-05-18',0.0014285714285714285701
'2017-05-19',0.085714285714285715078
'2017-05-20',0.085714285714285715078
'2017-05-21',0.091428571428571428492
'2017-05-22',0.1742857142857142938
'2017-05-23',0.18857142857142858427
'2017-05-24',0.18714285714285713857
'2017-05-25',0.18714285714285713857
'2017-05-26',0.12142857142857142738
'2017-05-27',0.12999999999999997668
'2017-05-28',0.12857142857142855874
'2017-05-29',0.045714285714285721184
'2017-05-30',0.032857142857142855596
'2017-05-31',0.034285714285714287419
'2017-06-01',0.047142857142857146068
'2017-06-02',0.031428571428571423773
'2017-06-03',0.031428571428571430712
'2017-06-04',0.027142857142857142183
'2017-06-05',0.027142857142857142183
'2017-06-06',0.025714285714285713829
'2017-06-07',0.024285714285714282006
'2017-06-08',0.011428571428571428561
'2017-06-09',0.0085714285714285718548
'2017-06-10',0.0
'2017-06-11',0.041428571428571425716
'2017-06-12',0.041428571428571425716
'2017-06-13',0.041428571428571425716
'2017-06-14',0.23999999999999999111
'2017-06-15',0.23999999999999999111
'2017-06-16',0.43285714285714288473
'2017-06-17',0.43714285714285716633
'2017-06-18',0.39571428571428574061
'2017-06-19',0.39571428571428574061
'2017-06-20',0.40142857142857141239
'2017-06-21',0.38714285714285712192
'2017-06-22',0.38714285714285712192
'2017-06-23',0.19428571428571431156
'2017-06-24',0.21571428571428571951
'2017-06-25',0.21571428571428571951
'2017-06-26',0.21571428571428571951
'2017-06-27',0.20999999999999999222
'2017-06-28',0.058571428571428572895
'2017-06-29',0.058571428571428572895
'2017-06-30',0.12285714285714287308
'2017-07-01',0.097142857142857155783
'2017-07-02',0.097142857142857155783
'2017-07-03',0.097142857142857155783
'2017-07-04',0.35142857142857142349
'2017-07-05',0.31857142857142856096
'2017-07-06',0.31857142857142856096
'2017-07-07',0.25428571428571428159
'2017-07-08',0.25428571428571428159
'2017-07-09',0.25428571428571428159
'2017-07-10',0.25428571428571428159
'2017-07-11',0.049999999999999995836
'2017-07-12',0.049999999999999995836
'2017-07-13',0.049999999999999995836
'2017-07-14',0.049999999999999995836
'2017-07-15',0.049999999999999995836
'2017-07-16',0.049999999999999995836
'2017-07-17',0.051428571428571427659
'2017-07-18',0.0014285714285714285701
'2017-07-19',0.082857142857142851433
'2017-07-20',0.091428571428571414614
'2017-07-21',0.1971428571428571197
'2017-07-22',0.1971428571428571197
'2017-07-23',0.1971428571428571197
'2017-07-24',0.19571428571428570175
'2017-07-25',0.19571428571428570175
'2017-07-26',0.11428571428571429602
'2017-07-27',0.10571428571428571896
'2017-07-28',0.0
'2017-07-29',0.0
'2017-07-30',0.012857142857142856914
'2017-07-31',0.012857142857142856914
'2017-08-01',0.034285714285714287419
'2017-08-02',0.077142857142857151897
'2017-08-03',0.077142857142857151897
'2017-08-04',0.18571428571428572062
'2017-08-05',0.18571428571428572062
'2017-08-06',0.1728571428571428481
'2017-08-07',0.1728571428571428481
'2017-08-08',0.15142857142857144014
'2017-08-09',0.12428571428571429102
'2017-08-10',0.12428571428571429102
'2017-08-11',0.015714285714285715356
'2017-08-12',0.080000000000000001665
'2017-08-13',0.080000000000000001665
'2017-08-14',0.080000000000000001665
'2017-08-15',0.20571428571428571063
'2017-08-16',0.19000000000000000222
'2017-08-17',0.19000000000000000222
'2017-08-18',0.19000000000000000222
'2017-08-19',0.16857142857142856651
'2017-08-20',0.16857142857142856651
'2017-08-21',0.16857142857142856651
'2017-08-22',0.042857142857142857539
'2017-08-23',0.042857142857142857539
'2017-08-24',0.042857142857142857539
'2017-08-25',0.042857142857142857539
'2017-08-26',0.041428571428571425716
'2017-08-27',0.042857142857142857539
'2017-08-28',0.042857142857142857539
'2017-08-29',0.042857142857142857539
'2017-08-30',0.11857142857142857761
'2017-08-31',0.2242857142857142827
'2017-09-01',0.2242857142857142827
'2017-09-02',0.18285714285714285698
'2017-09-03',0.24142857142857140906
'2017-09-04',0.24285714285714285476
'2017-09-05',0.24285714285714285476
'2017-09-06',0.16714285714285712081
'2017-09-07',0.061428571428571429602
'2017-09-08',0.061428571428571429602
'2017-09-09',0.061428571428571429602
'2017-09-10',0.0099999999999999984734
'2017-09-11',0.011428571428571428561
'2017-09-12',0.011428571428571428561
'2017-09-13',0.011428571428571428561
'2017-09-14',0.011428571428571428561
'2017-09-15',0.011428571428571428561
'2017-09-16',0.042857142857142857539
'2017-09-17',0.034285714285714287419
'2017-09-18',0.031428571428571430712
'2017-09-19',0.031428571428571430712
'2017-09-20',0.031428571428571430712
'2017-09-21',0.031428571428571430712
'2017-09-22',0.031428571428571430712
'2017-09-23',0.0
'2017-09-24',0.0
'2017-09-25',0.0
'2017-09-26',0.0
'2017-09-27',0.0
'2017-09-28',0.0
'2017-09-29',0.0
'2017-09-30',0.0
'2017-10-01',0.0
'2017-10-02',0.0
'2017-10-03',0.0
'2017-10-04',0.0
'2017-10-05',0.031428571428571430712
'2017-10-06',0.068571428571428574838
'2017-10-07',0.068571428571428574838
'2017-10-08',0.077142857142857151897
'2017-10-09',0.087142857142857160779
'2017-10-10',0.087142857142857160779
'2017-10-11',0.098571428571428573728
'2017-10-12',0.067142857142857143015
'2017-10-13',0.031428571428571430712
'2017-10-14',0.031428571428571430712
'2017-10-15',0.022857142857142860592
'2017-10-16',0.012857142857142856914
'2017-10-17',0.012857142857142856914
'2017-10-18',0.0014285714285714285701
'2017-10-19',0.0014285714285714285701
'2017-10-20',0.0
'2017-10-21',0.028571428571428574005
'2017-10-22',0.028571428571428574005
'2017-10-23',0.028571428571428574005
'2017-10-24',0.028571428571428574005
'2017-10-25',0.028571428571428574005
'2017-10-26',0.46142857142857141017
'2017-10-27',0.4971428571428571641
'2017-10-28',0.46857142857142852765
'2017-10-29',0.46857142857142852765
'2017-10-30',0.46857142857142852765
'2017-10-31',0.46857142857142852765
