'date','seven_day_moving_avg_prcp'
'2014-05-09',0.12142857142857142738
'2014-05-10',0.12142857142857142738
'2014-05-11',0.1228571428571428592
'2014-05-12',0.085714285714285715078
'2014-05-13',0.29999999999999998889
'2014-05-14',0.24714285714285713635
'2014-05-15',0.24285714285714285476
'2014-05-16',0.24285714285714285476
'2014-05-17',0.24285714285714285476
'2014-05-18',0.24142857142857140906
'2014-05-19',0.25428571428571428159
'2014-05-20',0.16428571428571428492
'2014-05-21',0.22142857142857139129
'2014-05-22',0.22142857142857139129
'2014-05-23',0.22142857142857139129
'2014-05-24',0.22142857142857139129
'2014-05-25',0.22142857142857139129
'2014-05-26',0.18714285714285713857
'2014-05-27',0.057142857142857148011
'2014-05-28',0.0071428571428571435014
'2014-05-29',0.0071428571428571435014
'2014-05-30',0.0071428571428571435014
'2014-05-31',0.024285714285714282006
'2014-06-01',0.024285714285714282006
'2014-06-02',0.1485714285714285765
'2014-06-03',0.1485714285714285765
'2014-06-04',0.14142857142857143126
'2014-06-05',0.14142857142857143126
'2014-06-06',0.36999999999999999555
'2014-06-07',0.35285714285714286919
'2014-06-08',0.35571428571428576059
'2014-06-09',0.24142857142857146457
'2014-06-10',0.42428571428571432155
'2014-06-11',0.42428571428571432155
'2014-06-12',0.42428571428571432155
'2014-06-13',0.19571428571428572951
'2014-06-14',0.19571428571428572951
'2014-06-15',0.19285714285714286586
'2014-06-16',0.20428571428571426493
'2014-06-17',0.021428571428571428769
'2014-06-18',0.021428571428571428769
'2014-06-19',0.021428571428571428769
'2014-06-20',0.021428571428571428769
'2014-06-21',0.021428571428571428769
'2014-06-22',0.032857142857142855596
'2014-06-23',0.021428571428571432239
'2014-06-24',0.021428571428571432239
'2014-06-25',0.021428571428571432239
'2014-06-26',0.021428571428571432239
'2014-06-27',0.021428571428571432239
'2014-06-28',0.021428571428571432239
'2014-06-29',0.14714285714285715855
'2014-06-30',0.39142857142857145902
'2014-07-01',0.41142857142857147678
'2014-07-02',0.41142857142857147678
'2014-07-03',0.41142857142857147678
'2014-07-04',0.41714285714285720407
'2014-07-05',0.47285714285714292026
'2014-07-06',0.3485714285714285876
'2014-07-07',0.094285714285714292137
'2014-07-08',0.074285714285714288251
'2014-07-09',0.074285714285714288251
'2014-07-10',0.07857142857142858372
'2014-07-11',0.13857142857142856762
'2014-07-12',0.26857142857142857206
'2014-07-13',0.25571428571428572729
'2014-07-14',0.25571428571428572729
'2014-07-15',0.25571428571428572729
'2014-07-16',0.25571428571428572729
'2014-07-17',0.2514285714285714457
'2014-07-18',0.18571428571428572062
'2014-07-19',0.0
'2014-07-20',0.027142857142857142183
'2014-07-21',0.027142857142857142183
'2014-07-22',0.027142857142857142183
'2014-07-23',0.027142857142857142183
'2014-07-24',0.029999999999999998889
'2014-07-25',0.057142857142857148011
'2014-07-26',0.057142857142857148011
'2014-07-27',0.029999999999999998889
'2014-07-28',0.029999999999999998889
'2014-07-29',0.029999999999999998889
'2014-07-30',0.088571428571428564846
'2014-07-31',0.095714285714285710082
'2014-08-01',0.068571428571428574838
'2014-08-02',0.068571428571428574838
'2014-08-03',0.068571428571428574838
'2014-08-04',0.068571428571428574838
'2014-08-05',0.068571428571428574838
'2014-08-06',0.010000000000000000208
'2014-08-07',0.0
'2014-08-08',0.0
'2014-08-09',0.027142857142857142183
'2014-08-10',0.10285714285714285531
'2014-08-11',0.10285714285714285531
'2014-08-12',0.10285714285714285531
'2014-08-13',0.10285714285714285531
'2014-08-14',0.10428571428571428714
'2014-08-15',0.10428571428571428714
'2014-08-16',0.077142857142857151897
'2014-08-17',0.0014285714285714285701
'2014-08-18',0.051428571428571427659
'2014-08-19',0.059999999999999997779
'2014-08-20',0.061428571428571429602
'2014-08-21',0.059999999999999997779
'2014-08-22',0.059999999999999997779
'2014-08-23',0.059999999999999997779
'2014-08-24',0.059999999999999997779
'2014-08-25',0.0099999999999999984734
'2014-08-26',0.0014285714285714285701
'2014-08-27',0.0
'2014-08-28',0.088571428571428564846
'2014-08-29',0.088571428571428564846
'2014-08-30',0.088571428571428564846
'2014-08-31',0.088571428571428564846
'2014-09-01',0.088571428571428564846
'2014-09-02',0.088571428571428564846
'2014-09-03',0.10428571428571428714
'2014-09-04',0.015714285714285715356
'2014-09-05',0.015714285714285715356
'2014-09-06',0.015714285714285715356
'2014-09-07',0.015714285714285715356
'2014-09-08',0.015714285714285715356
'2014-09-09',0.015714285714285715356
'2014-09-10',0.037142857142857144125
'2014-09-11',0.037142857142857144125
'2014-09-12',0.037142857142857144125
'2014-09-13',0.089999999999999996669
'2014-09-14',0.089999999999999996669
'2014-09-15',0.089999999999999996669
'2014-09-16',0.089999999999999996669
'2014-09-17',0.052857142857142859482
'2014-09-18',0.074285714285714288251
'2014-09-19',0.074285714285714288251
'2014-09-20',0.021428571428571428769
'2014-09-21',0.021428571428571428769
'2014-09-22',0.067142857142857143015
'2014-09-23',0.067142857142857143015
'2014-09-24',0.067142857142857143015
'2014-09-25',0.045714285714285714246
'2014-09-26',0.045714285714285714246
'2014-09-27',0.045714285714285714246
'2014-09-28',0.048571428571428577891
'2014-09-29',0.0028571428571428571403
'2014-09-30',0.0028571428571428571403
'2014-10-01',0.17142857142857143015
'2014-10-02',0.17142857142857143015
'2014-10-03',0.17142857142857143015
'2014-10-04',0.17999999999999999333
'2014-10-05',0.18285714285714285698
'2014-10-06',0.18285714285714285698
'2014-10-07',0.18285714285714285698
'2014-10-08',0.061428571428571436541
'2014-10-09',0.061428571428571436541
'2014-10-10',0.068571428571428574838
'2014-10-11',0.059999999999999997779
'2014-10-12',0.15285714285714283033
'2014-10-13',0.31142857142857138796
'2014-10-14',0.31142857142857138796
'2014-10-15',0.26428571428571429047
'2014-10-16',0.26428571428571429047
'2014-10-17',0.25714285714285717299
'2014-10-18',0.27285714285714285365
'2014-10-19',0.39000000000000006883
'2014-10-20',0.31857142857142856096
'2014-10-21',0.31857142857142856096
'2014-10-22',0.31999999999999995115
'2014-10-23',0.31999999999999995115
'2014-10-24',0.31999999999999995115
'2014-10-25',0.30428571428571427048
'2014-10-26',0.088571428571428564846
'2014-10-27',0.0014285714285714285701
'2014-10-28',0.0085714285714285718548
'2014-10-29',0.057142857142857141072
'2014-10-30',0.057142857142857141072
'2014-10-31',0.057142857142857141072
'2014-11-01',0.057142857142857141072
'2014-11-02',0.057142857142857141072
'2014-11-03',0.11000000000000000055
'2014-11-04',0.10285714285714285531
'2014-11-05',0.052857142857142859482
'2014-11-06',0.052857142857142859482
'2014-11-07',0.052857142857142859482
'2014-11-08',0.052857142857142859482
'2014-11-09',0.052857142857142859482
'2014-11-10',0.028571428571428574005
'2014-11-11',0.037142857142857144125
'2014-11-12',0.037142857142857144125
'2014-11-13',0.041428571428571432655
'2014-11-14',0.26142857142857145458
'2014-11-15',0.26142857142857145458
'2014-11-16',0.26142857142857145458
'2014-11-17',0.23285714285714287363
'2014-11-18',0.2242857142857142827
'2014-11-19',0.2242857142857142827
'2014-11-20',0.22000000000000000111
'2014-11-21',0.099999999999999991673
'2014-11-22',0.099999999999999991673
'2014-11-23',0.27714285714285713524
'2014-11-24',0.27999999999999997113
'2014-11-25',0.27999999999999997113
'2014-11-26',0.27999999999999997113
'2014-11-27',0.27999999999999997113
'2014-11-28',0.19285714285714286586
'2014-11-29',0.20428571428571432044
'2014-11-30',0.035714285714285712303
'2014-12-01',0.032857142857142855596
'2014-12-02',0.10571428571428571896
'2014-12-03',0.27999999999999997113
'2014-12-04',0.28571428571428569842
'2014-12-05',0.27285714285714285365
'2014-12-06',0.62428571428571433266
'2014-12-07',0.62714285714285722406
'2014-12-08',0.62857142857142866976
'2014-12-09',0.55571428571428571618
'2014-12-10',0.38142857142857139463
'2014-12-11',0.37571428571428572285
'2014-12-12',0.37571428571428572285
'2014-12-13',0.041428571428571432655
'2014-12-14',0.032857142857142855596
'2014-12-15',0.031428571428571430712
'2014-12-16',0.031428571428571430712
'2014-12-17',0.031428571428571430712
'2014-12-18',0.031428571428571430712
'2014-12-19',0.037142857142857144125
'2014-12-20',0.031428571428571430712
'2014-12-21',0.14285714285714284921
'2014-12-22',0.15571428571428572174
'2014-12-23',0.15571428571428572174
'2014-12-24',0.15571428571428572174
'2014-12-25',0.17000000000000001221
'2014-12-26',0.16428571428571431267
'2014-12-27',0.14142857142857143126
'2014-12-28',0.027142857142857142183
'2014-12-29',0.014285714285714287002
'2014-12-30',0.014285714285714287002
'2014-12-31',0.11571428571428570009
'2015-01-01',0.14428571428571429491
'2015-01-02',0.14428571428571429491
'2015-01-03',0.15142857142857144014
'2015-01-04',0.15142857142857144014
'2015-01-05',0.15142857142857144014
'2015-01-06',0.16142857142857144903
'2015-01-07',0.059999999999999997779
'2015-01-08',0.017142857142857143709
'2015-01-09',0.068571428571428574838
'2015-01-10',0.061428571428571429602
'2015-01-11',0.061428571428571429602
'2015-01-12',0.061428571428571429602
'2015-01-13',0.051428571428571427659
'2015-01-14',0.051428571428571427659
'2015-01-15',0.35142857142857142349
'2015-01-16',0.29999999999999998889
'2015-01-17',0.29999999999999998889
'2015-01-18',0.29999999999999998889
'2015-01-19',0.29999999999999998889
'2015-01-20',0.29999999999999998889
'2015-01-21',0.4028571428571429136
'2015-01-22',0.10285714285714285531
'2015-01-23',0.17142857142857143015
'2015-01-24',0.22285714285714286475
'2015-01-25',0.22285714285714286475
'2015-01-26',0.2257142857142857284
'2015-01-27',0.23428571428571429158
'2015-01-28',0.13142857142857142238
'2015-01-29',0.13571428571428570397
'2015-01-30',0.21285714285714285587
'2015-01-31',0.16142857142857144903
'2015-02-01',0.16142857142857144903
'2015-02-02',0.15857142857142858538
'2015-02-03',0.14999999999999999444
'2015-02-04',0.15285714285714285809
'2015-02-05',0.1485714285714285765
'2015-02-06',0.015714285714285715356
'2015-02-07',0.017142857142857143709
'2015-02-08',0.017142857142857143709
'2015-02-09',0.017142857142857143709
'2015-02-10',0.017142857142857143709
'2015-02-11',0.017142857142857143709
'2015-02-12',0.017142857142857143709
'2015-02-13',0.0042857142857142859274
'2015-02-14',0.022857142857142857123
'2015-02-15',0.022857142857142857123
'2015-02-16',0.022857142857142857123
'2015-02-17',0.022857142857142857123
'2015-02-18',0.1071428571428571369
'2015-02-19',0.12142857142857142738
'2015-02-20',0.12142857142857142738
'2015-02-21',0.10142857142857142349
'2015-02-22',0.10142857142857142349
'2015-02-23',0.10142857142857142349
'2015-02-24',0.10142857142857142349
'2015-02-25',0.014285714285714287002
'2015-02-26',0.074285714285714288251
'2015-02-27',0.074285714285714288251
'2015-02-28',0.16999999999999998445
'2015-03-01',0.20571428571428571063
'2015-03-02',0.31428571428571433488
'2015-03-03',0.31428571428571433488
'2015-03-04',0.31428571428571433488
'2015-03-05',0.24000000000000001887
'2015-03-06',0.24142857142857146457
'2015-03-07',0.21142857142857143792
'2015-03-08',0.17714285714285712969
'2015-03-09',0.068571428571428574838
'2015-03-10',0.068571428571428574838
'2015-03-11',0.18428571428571430268
'2015-03-12',0.18428571428571430268
'2015-03-13',0.18285714285714285698
'2015-03-14',0.12000000000000000943
'2015-03-15',0.11857142857142857761
'2015-03-16',0.11857142857142857761
'2015-03-17',0.17571428571428571174
'2015-03-18',0.060000000000000004718
'2015-03-19',0.060000000000000004718
'2015-03-20',0.060000000000000004718
'2015-03-21',0.057142857142857148011
'2015-03-22',0.064285714285714293247
'2015-03-23',0.11000000000000000055
'2015-03-24',0.091428571428571428492
'2015-03-25',0.091428571428571428492
'2015-03-26',0.091428571428571428492
'2015-03-27',0.091428571428571428492
'2015-03-28',0.11571428571428572784
'2015-03-29',0.10857142857142858261
'2015-03-30',0.062857142857142861425
'2015-03-31',0.030000000000000002359
'2015-04-01',0.031428571428571430712
'2015-04-02',0.031428571428571430712
'2015-04-03',0.031428571428571430712
'2015-04-04',0.028571428571428574005
'2015-04-05',0.028571428571428574005
'2015-04-06',0.028571428571428574005
'2015-04-07',0.047142857142857146068
'2015-04-08',0.045714285714285714246
'2015-04-09',0.045714285714285714246
'2015-04-10',0.045714285714285714246
'2015-04-11',0.025714285714285717299
'2015-04-12',0.025714285714285717299
'2015-04-13',0.025714285714285717299
'2015-04-14',0.012857142857142856914
'2015-04-15',0.012857142857142856914
'2015-04-16',0.012857142857142856914
'2015-04-17',0.20857142857142860203
'2015-04-18',0.23571428571428573728
'2015-04-19',0.24285714285714288251
'2015-04-20',0.24285714285714288251
'2015-04-21',0.23142857142857145569
'2015-04-22',0.23142857142857145569
'2015-04-23',0.23142857142857145569
'2015-04-24',0.035714285714285712303
'2015-04-25',0.0071428571428571435014
'2015-04-26',0.0
'2015-04-27',0.0
'2015-04-28',0.0
'2015-04-29',0.0
'2015-04-30',0.0
'2015-05-01',0.0
'2015-05-02',0.0
'2015-05-03',0.0
'2015-05-04',0.0
'2015-05-05',0.0
'2015-05-06',0.0
'2015-05-07',0.0
'2015-05-08',0.0
'2015-05-09',0.0
'2015-05-10',0.0
'2015-05-11',0.0
'2015-05-12',0.0
'2015-05-13',0.042857142857142857539
'2015-05-14',0.045714285714285714246
'2015-05-15',0.045714285714285714246
'2015-05-16',0.045714285714285714246
'2015-05-17',0.045714285714285714246
'2015-05-18',0.045714285714285714246
'2015-05-19',0.045714285714285714246
'2015-05-20',0.0028571428571428571403
'2015-05-21',0.0
'2015-05-22',0.0
'2015-05-23',0.0
'2015-05-24',0.011428571428571428561
'2015-05-25',0.011428571428571428561
'2015-05-26',0.011428571428571428561
'2015-05-27',0.011428571428571428561
'2015-05-28',0.22000000000000000111
'2015-05-29',0.32285714285714284255
'2015-05-30',0.37571428571428572285
'2015-05-31',0.36428571428571426826
'2015-06-01',0.36428571428571426826
'2015-06-02',0.38285714285714284033
'2015-06-03',0.40999999999999997557
'2015-06-04',0.20142857142857137353
'2015-06-05',0.1071428571428571369
'2015-06-06',0.055714285714285716188
'2015-06-07',0.055714285714285716188
'2015-06-08',0.055714285714285716188
'2015-06-09',0.037142857142857144125
'2015-06-10',0.0099999999999999984734
'2015-06-11',0.061428571428571429602
'2015-06-12',0.13428571428571428603
'2015-06-13',0.17142857142857143015
'2015-06-14',0.17142857142857143015
'2015-06-15',0.17142857142857143015
'2015-06-16',0.17142857142857143015
'2015-06-17',0.17142857142857143015
'2015-06-18',0.21142857142857143792
'2015-06-19',0.13000000000000000444
'2015-06-20',0.094285714285714292137
'2015-06-21',0.094285714285714292137
'2015-06-22',0.094285714285714292137
'2015-06-23',0.094285714285714292137
'2015-06-24',0.2542857142857143371
'2015-06-25',0.20428571428571432044
'2015-06-26',0.20428571428571432044
'2015-06-27',0.20714285714285715633
'2015-06-28',0.26285714285714290028
'2015-06-29',0.26285714285714290028
'2015-06-30',0.26285714285714290028
'2015-07-01',0.10285714285714285531
'2015-07-02',0.061428571428571429602
'2015-07-03',0.061428571428571429602
'2015-07-04',0.072857142857142856429
'2015-07-05',0.017142857142857143709
'2015-07-06',0.059999999999999997779
'2015-07-07',0.059999999999999997779
'2015-07-08',0.059999999999999997779
'2015-07-09',0.059999999999999997779
'2015-07-10',0.059999999999999997779
'2015-07-11',0.10285714285714285531
'2015-07-12',0.11999999999999999555
'2015-07-13',0.077142857142857151897
'2015-07-14',0.077142857142857151897
'2015-07-15',0.12285714285714287308
'2015-07-16',0.12285714285714287308
'2015-07-17',0.12285714285714287308
'2015-07-18',0.062857142857142861425
'2015-07-19',0.045714285714285714246
'2015-07-20',0.045714285714285714246
'2015-07-21',0.045714285714285714246
'2015-07-22',0.0
'2015-07-23',0.0
'2015-07-24',0.051428571428571427659
'2015-07-25',0.051428571428571427659
'2015-07-26',0.051428571428571427659
'2015-07-27',0.33000000000000001554
'2015-07-28',0.33000000000000001554
'2015-07-29',0.33000000000000001554
'2015-07-30',0.33000000000000001554
'2015-07-31',0.27857142857142858094
'2015-08-01',0.33999999999999996891
'2015-08-02',0.33999999999999996891
'2015-08-03',0.061428571428571429602
'2015-08-04',0.061428571428571429602
'2015-08-05',0.061428571428571429602
'2015-08-06',0.061428571428571429602
'2015-08-07',0.061428571428571429602
'2015-08-08',0.16714285714285712081
'2015-08-09',0.16714285714285712081
'2015-08-10',0.16714285714285712081
'2015-08-11',0.16714285714285712081
'2015-08-12',0.16714285714285712081
'2015-08-13',0.16714285714285712081
'2015-08-14',0.16714285714285712081
'2015-08-15',0.041428571428571425716
'2015-08-16',0.041428571428571425716
'2015-08-17',0.042857142857142857539
'2015-08-18',0.088571428571428564846
'2015-08-19',0.088571428571428564846
'2015-08-20',0.088571428571428564846
'2015-08-21',0.088571428571428564846
'2015-08-22',0.047142857142857146068
'2015-08-23',0.047142857142857146068
'2015-08-24',0.045714285714285714246
'2015-08-25',0.0
'2015-08-26',0.0
'2015-08-27',0.018571428571428572062
